survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_caped,family_size,is_alone
0,3,male,65.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
0,3,male,28.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,7.994700000000001,1,1
0,3,male,16.0,0,0,9.5,S,Third,man,True,Southampton,no,True,7.115600000000001,1,1
1,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,7.8406,1,1
0,1,male,29.69911764705882,0,0,26.0,S,First,man,True,Southampton,no,True,-1.1343999999999994,1,1
0,3,male,33.0,0,0,8.6625,C,Third,man,True,Cherbourg,no,True,7.53435,1,1
1,3,male,30.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,7.115600000000001,1,1
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,yes,True,5.365600000000001,1,1
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,8.151,1,1
1,1,female,26.0,0,0,78.85,S,First,woman,False,Southampton,yes,True,-27.55940000000001,1,1
1,1,female,19.0,1,0,91.0792,C,First,woman,False,Cherbourg,yes,False,-33.67400000000001,2,0
0,2,male,36.0,0,0,12.875,C,Second,man,True,Cherbourg,no,True,5.428100000000001,1,1
0,3,female,24.0,0,0,8.85,S,Third,woman,False,Southampton,no,True,7.4406,1,1
0,3,male,24.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,1,male,29.69911764705882,0,0,27.7208,C,First,man,True,Cherbourg,no,True,-1.9948000000000015,1,1
0,3,male,23.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
0,1,female,2.0,1,2,151.55,S,First,child,False,Southampton,no,False,-63.909400000000005,4,0
1,1,male,29.69911764705882,0,0,30.5,S,First,man,True,Southampton,yes,True,-3.3843999999999994,1,1
1,1,female,50.0,0,1,247.5208,C,First,woman,False,Cherbourg,yes,False,-111.89479999999998,2,0
1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,8.151,1,1
1,3,male,29.69911764705882,2,0,23.25,Q,Third,man,True,Queenstown,yes,False,0.2406000000000006,3,0
0,3,male,19.0,0,0,0.0,S,Third,man,True,Southampton,no,True,19.776,1,1
1,2,female,29.69911764705882,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,5.6906,1,1
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,1,male,0.92,1,2,151.55,S,First,child,False,Southampton,yes,False,-63.909400000000005,4,0
1,1,female,29.69911764705882,0,0,110.8833,C,First,woman,False,Cherbourg,yes,True,-43.57605000000002,1,1
1,1,female,17.0,1,0,108.9,C,First,woman,False,Cherbourg,yes,False,-42.58440000000002,2,0
0,2,male,30.0,1,0,24.0,C,Second,man,True,Cherbourg,no,False,-0.1343999999999994,2,0
1,1,female,30.0,0,0,56.9292,C,First,woman,False,Cherbourg,yes,True,-16.598999999999997,1,1
1,1,female,24.0,0,0,83.1583,C,First,woman,False,Cherbourg,yes,True,-29.713549999999998,1,1
1,1,female,18.0,2,2,262.375,C,First,woman,False,Cherbourg,yes,False,-119.32189999999997,5,0
0,2,female,26.0,1,1,26.0,S,Second,woman,False,Southampton,no,False,-1.1343999999999994,3,0
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,2,male,43.0,1,1,26.25,S,Second,man,True,Southampton,no,False,-1.2593999999999994,3,0
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,Southampton,yes,True,7.994700000000001,1,1
1,2,female,24.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,2,0
0,2,male,54.0,0,0,14.0,S,Second,man,True,Southampton,no,True,4.865600000000001,1,1
1,1,female,31.0,0,2,164.8667,S,First,woman,False,Southampton,yes,False,-70.56774999999999,3,0
1,1,female,40.0,1,1,134.5,C,First,woman,False,Cherbourg,yes,False,-55.3844,3,0
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
0,3,male,27.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,Queenstown,yes,True,5.6906,1,1
1,2,female,22.0,1,1,29.0,S,Second,woman,False,Southampton,yes,False,-2.6343999999999994,3,0
0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,Southampton,no,False,-22.90939999999999,11,0
1,1,female,36.0,0,0,135.6333,C,First,woman,False,Cherbourg,yes,True,-55.95105000000001,1,1
0,3,male,61.0,0,0,6.2375,S,Third,man,True,Southampton,no,True,10.41975,1,1
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
1,3,female,31.0,1,1,20.525,S,Third,woman,False,Southampton,yes,False,1.6030999999999977,3,0
1,1,female,16.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,-17.123999999999988,2,0
1,3,female,29.69911764705882,2,0,23.25,Q,Third,woman,False,Queenstown,yes,False,0.2406000000000006,3,0
0,1,male,45.5,0,0,28.5,S,First,man,True,Southampton,no,True,-2.3843999999999994,1,1
0,1,male,38.0,0,1,153.4625,S,First,man,True,Southampton,no,False,-64.86564999999999,2,0
0,3,male,16.0,2,0,18.0,S,Third,man,True,Southampton,no,False,2.865599999999999,3,0
1,1,female,29.69911764705882,1,0,133.65,S,First,woman,False,Southampton,yes,False,-54.95940000000002,2,0
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,1,male,29.0,1,0,66.6,S,First,man,True,Southampton,no,False,-21.434399999999997,2,0
1,1,female,41.0,0,0,134.5,C,First,woman,False,Cherbourg,yes,True,-55.3844,1,1
1,3,male,45.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,7.8406,1,1
0,1,male,45.0,0,0,35.5,S,First,man,True,Southampton,no,True,-5.884399999999999,1,1
1,2,male,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,-1.1343999999999994,3,0
1,1,female,24.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,-119.63439999999997,6,0
0,2,male,28.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,2,male,36.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
1,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
1,2,female,40.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,Southampton,yes,False,3.815599999999998,2,0
1,3,male,3.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,3.9155999999999995,3,0
0,3,male,42.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,7.53435,1,1
0,3,male,23.0,0,0,9.225,S,Third,man,True,Southampton,no,True,7.2531,1,1
0,1,male,29.69911764705882,0,0,35.0,S,First,man,True,Southampton,no,True,-5.634399999999999,1,1
0,3,male,15.0,1,1,7.2292,C,Third,child,False,Cherbourg,no,False,8.932200000000002,3,0
0,3,male,25.0,1,0,17.8,S,Third,man,True,Southampton,no,False,2.9655999999999985,2,0
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,Cherbourg,no,True,8.938500000000001,1,1
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,7.115600000000001,1,1
1,1,female,22.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,-15.6344,2,0
0,2,female,38.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,5.365600000000001,1,1
1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,7.9572,1,1
1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,Queenstown,yes,True,7.9572,1,1
0,3,male,40.0,1,4,27.9,S,Third,man,True,Southampton,no,False,-2.0844000000000023,6,0
0,2,male,29.0,1,0,27.7208,C,Second,man,True,Cherbourg,no,False,-1.9948000000000015,2,0
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,Cherbourg,no,False,4.6385000000000005,2,0
0,3,male,35.0,0,0,7.05,S,Third,man,True,Southampton,no,True,9.201,1,1
0,3,male,29.69911764705882,1,0,15.5,Q,Third,man,True,Queenstown,no,False,4.115600000000001,2,0
0,3,male,30.0,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
1,1,female,60.0,1,0,75.25,C,First,woman,False,Cherbourg,yes,False,-25.7594,2,0
1,3,female,29.69911764705882,0,0,7.2292,C,Third,woman,False,Cherbourg,yes,True,8.932200000000002,1,1
1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,8.151,1,1
1,1,female,24.0,0,0,69.3,C,First,woman,False,Cherbourg,yes,True,-22.78439999999999,1,1
1,1,male,25.0,1,0,55.4417,C,First,man,True,Cherbourg,yes,False,-15.855249999999998,2,0
0,3,male,18.0,1,0,6.4958,S,Third,man,True,Southampton,no,False,10.0323,2,0
0,3,male,19.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,1,male,22.0,0,0,135.6333,C,First,man,True,Cherbourg,no,True,-55.95105000000001,1,1
0,3,female,3.0,3,1,21.075,S,Third,child,False,Southampton,no,False,1.3280999999999992,5,0
1,1,female,29.69911764705882,1,0,82.1708,C,First,woman,False,Cherbourg,yes,False,-29.219800000000006,2,0
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Southampton,yes,True,8.901,1,1
0,1,male,27.0,0,2,211.5,C,First,man,True,Cherbourg,no,False,-93.88439999999997,3,0
0,3,male,20.0,0,0,4.0125,C,Third,man,True,Cherbourg,no,True,13.757249999999999,1,1
0,3,male,19.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
1,1,female,42.0,0,0,227.525,C,First,woman,False,Cherbourg,yes,True,-101.89689999999999,1,1
1,3,female,1.0,0,2,15.7417,C,Third,child,False,Cherbourg,yes,False,3.99475,3,0
0,3,male,32.0,0,0,7.925,S,Third,man,True,Southampton,no,True,7.9031,1,1
1,1,female,35.0,1,0,52.0,S,First,woman,False,Southampton,yes,False,-14.1344,2,0
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,2,male,18.0,0,0,73.5,S,Second,man,True,Southampton,no,True,-24.8844,1,1
0,3,male,1.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-11.584399999999995,8,0
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
0,3,male,29.69911764705882,0,0,7.7292,Q,Third,man,True,Queenstown,no,True,8.182200000000002,1,1
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Cherbourg,yes,True,5.865600000000001,1,1
1,1,male,36.0,1,2,120.0,S,First,man,True,Southampton,yes,False,-48.1344,4,0
1,3,male,21.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,8.0823,1,1
0,3,male,28.0,2,0,7.925,S,Third,man,True,Southampton,no,False,7.9031,3,0
1,1,female,23.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,-44.77190000000002,2,0
1,3,female,24.0,0,2,16.7,S,Third,woman,False,Southampton,yes,False,3.515599999999999,3,0
0,3,male,22.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,8.0823,1,1
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,Southampton,no,True,7.994700000000001,1,1
0,2,male,46.0,0,0,26.0,S,Second,man,True,Southampton,no,True,-1.1343999999999994,1,1
0,2,male,23.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Southampton,yes,True,5.5405999999999995,1,1
1,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,7.9031,1,1
0,3,male,26.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,female,21.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,6.953100000000001,2,0
0,3,male,28.0,1,0,15.85,S,Third,man,True,Southampton,no,False,3.9406,2,0
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,7.53435,1,1
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,1.3656000000000006,2,0
0,3,male,51.0,0,0,7.75,S,Third,man,True,Southampton,no,True,8.151,1,1
1,2,male,3.0,1,1,18.75,S,Second,child,False,Southampton,yes,False,2.4906000000000006,3,0
0,3,male,21.0,0,0,7.775,S,Third,man,True,Southampton,no,True,8.1135,1,1
0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,Southampton,no,False,-0.8677500000000009,5,0
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,male,29.69911764705882,0,0,6.8583,Q,Third,man,True,Queenstown,no,True,9.48855,1,1
1,1,female,33.0,1,0,90.0,Q,First,woman,False,Queenstown,yes,False,-33.1344,2,0
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,19.776,1,1
1,3,male,44.0,0,0,7.925,S,Third,man,True,Southampton,yes,True,7.9031,1,1
0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,Southampton,no,True,7.8406,1,1
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Southampton,yes,False,-4.384399999999999,3,0
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Southampton,yes,False,5.365600000000001,3,0
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,3,female,10.0,0,2,24.15,S,Third,child,False,Southampton,no,False,-0.20940000000000225,3,0
0,3,male,29.69911764705882,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,7.9323,1,1
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,Queenstown,no,True,8.17605,1,1
0,3,male,29.0,0,0,7.875,S,Third,man,True,Southampton,no,True,7.9635,1,1
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Southampton,no,False,4.6655999999999995,3,0
0,3,male,18.0,1,1,20.2125,S,Third,man,True,Southampton,no,False,1.7593499999999977,3,0
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,2,0
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Southampton,yes,True,-1.1343999999999994,1,1
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
1,3,male,32.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,7.8406,1,1
1,1,male,28.0,0,0,26.55,S,First,man,True,Southampton,yes,True,-1.4094000000000015,1,1
1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,Southampton,yes,False,3.815599999999998,2,0
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,2,0
0,3,male,17.0,0,0,7.125,S,Third,man,True,Southampton,no,True,9.0885,1,1
0,1,male,50.0,1,0,55.9,S,First,man,True,Southampton,no,False,-16.084399999999995,2,0
1,1,female,14.0,1,2,120.0,S,First,child,False,Southampton,yes,False,-48.1344,4,0
0,3,female,21.0,2,2,34.375,S,Third,woman,False,Southampton,no,False,-5.321899999999999,5,0
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Southampton,yes,False,2.4906000000000006,6,0
0,1,male,64.0,1,4,263.0,S,First,man,True,Southampton,no,False,-119.63439999999997,6,0
0,2,male,31.0,0,0,10.5,S,Second,man,True,Southampton,no,True,6.615600000000001,1,1
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Southampton,yes,False,-1.2593999999999994,3,0
0,3,male,20.0,0,0,9.5,S,Third,man,True,Southampton,no,True,7.115600000000001,1,1
0,3,male,25.0,1,0,7.775,S,Third,man,True,Southampton,no,False,8.1135,2,0
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,5.365600000000001,1,1
1,3,male,29.69911764705882,0,0,8.1125,S,Third,man,True,Southampton,yes,True,7.80935,1,1
1,1,male,4.0,0,2,81.8583,S,First,child,False,Southampton,yes,False,-29.063550000000006,3,0
1,2,female,13.0,0,1,19.5,S,Second,child,False,Southampton,yes,False,2.1156000000000006,2,0
1,1,male,34.0,0,0,26.55,S,First,man,True,Southampton,yes,True,-1.4094000000000015,1,1
1,3,female,5.0,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,2.236449999999998,4,0
1,1,male,52.0,0,0,30.5,S,First,man,True,Southampton,yes,True,-3.3843999999999994,1,1
0,2,male,36.0,1,2,27.75,S,Second,man,True,Southampton,no,False,-2.0093999999999994,4,0
0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,Southampton,no,False,1.882249999999999,2,0
0,1,male,30.0,0,0,27.75,C,First,man,True,Cherbourg,no,True,-2.0093999999999994,1,1
1,1,male,49.0,1,0,89.1042,C,First,man,True,Cherbourg,yes,False,-32.68650000000001,2,0
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,3,male,29.0,0,0,7.8958,C,Third,man,True,Cherbourg,yes,True,7.9323,1,1
0,1,male,65.0,0,0,26.55,S,First,man,True,Southampton,no,True,-1.4094000000000015,1,1
1,1,female,29.69911764705882,1,0,51.8625,S,First,woman,False,Southampton,yes,False,-14.06564999999999,2,0
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,6.615600000000001,1,1
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
1,1,male,48.0,0,0,26.55,S,First,man,True,Southampton,yes,True,-1.4094000000000015,1,1
0,3,male,34.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,1,male,47.0,0,0,38.5,S,First,man,True,Southampton,no,True,-7.384399999999999,1,1
0,2,male,48.0,0,0,13.0,S,Second,man,True,Southampton,no,True,5.365600000000001,1,1
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,male,38.0,0,0,7.05,S,Third,man,True,Southampton,no,True,9.201,1,1
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,19.776,1,1
0,1,male,56.0,0,0,26.55,S,First,man,True,Southampton,no,True,-1.4094000000000015,1,1
0,3,male,29.69911764705882,0,0,7.725,Q,Third,man,True,Queenstown,no,True,8.188500000000001,1,1
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Cherbourg,yes,False,2.236449999999998,4,0
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
0,3,male,38.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,7.53435,1,1
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Southampton,yes,False,-2.0093999999999994,4,0
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,Cherbourg,yes,True,4.9697499999999994,1,1
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,Southampton,no,True,6.9468499999999995,1,1
0,1,male,29.69911764705882,0,0,52.0,S,First,man,True,Southampton,no,True,-14.1344,1,1
0,2,male,34.0,1,0,21.0,S,Second,man,True,Southampton,no,False,1.3656000000000006,2,0
0,3,male,29.0,1,0,7.0458,S,Third,man,True,Southampton,no,False,9.2073,2,0
0,3,male,22.0,0,0,7.5208,S,Third,man,True,Southampton,no,True,8.4948,1,1
1,3,female,2.0,0,1,12.2875,S,Third,child,False,Southampton,yes,False,5.72185,2,0
0,3,male,9.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-11.584399999999995,8,0
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,Southampton,no,True,19.776,1,1
0,3,male,50.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,Southampton,yes,True,7.0718499999999995,1,1
1,1,male,25.0,1,0,91.0792,C,First,man,True,Cherbourg,yes,False,-33.67400000000001,2,0
0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,Southampton,no,False,-0.8677500000000009,5,0
1,1,female,35.0,1,0,90.0,S,First,woman,False,Southampton,yes,False,-33.1344,2,0
0,1,male,58.0,0,0,29.7,C,First,man,True,Cherbourg,no,True,-2.9843999999999973,1,1
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,3,male,9.0,1,1,15.9,S,Third,child,False,Southampton,yes,False,3.9155999999999995,3,0
0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,Southampton,no,False,1.882249999999999,2,0
0,3,male,21.0,0,0,7.25,S,Third,man,True,Southampton,no,True,8.901,1,1
0,1,male,55.0,0,0,30.5,S,First,man,True,Southampton,no,True,-3.3843999999999994,1,1
0,1,male,71.0,0,0,49.5042,C,First,man,True,Cherbourg,no,True,-12.886499999999998,1,1
0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
0,3,male,29.69911764705882,0,0,14.4583,C,Third,man,True,Cherbourg,no,True,4.63645,1,1
1,1,female,54.0,1,0,78.2667,C,First,woman,False,Cherbourg,yes,False,-27.267750000000007,2,0
0,3,male,29.69911764705882,0,0,15.1,S,Third,man,True,Southampton,no,True,4.3156,1,1
0,1,female,25.0,1,2,151.55,S,First,woman,False,Southampton,no,False,-63.909400000000005,4,0
0,3,male,24.0,0,0,7.7958,S,Third,man,True,Southampton,no,True,8.0823,1,1
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,7.53435,1,1
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Queenstown,no,True,8.151,1,1
0,3,female,29.69911764705882,0,0,7.6292,Q,Third,woman,False,Queenstown,no,True,8.3322,1,1
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,Southampton,no,True,7.0718499999999995,1,1
1,1,female,16.0,0,0,86.5,S,First,woman,False,Southampton,yes,True,-31.3844,1,1
0,1,male,18.0,1,0,108.9,C,First,man,True,Cherbourg,no,False,-42.58440000000002,2,0
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,3,0
1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,Southampton,yes,True,-1.4094000000000015,1,1
0,3,male,28.0,0,0,22.525,S,Third,man,True,Southampton,no,True,0.6030999999999977,1,1
1,3,male,26.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,-16.3823,1,1
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Queenstown,yes,True,8.151,1,1
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,Southampton,no,True,7.8406,1,1
1,1,male,36.0,0,0,26.2875,S,First,man,True,Southampton,yes,True,-1.2781500000000037,1,1
1,1,female,54.0,1,0,59.4,C,First,woman,False,Cherbourg,yes,False,-17.834399999999995,2,0
0,3,male,24.0,0,0,7.4958,S,Third,man,True,Southampton,no,True,8.5323,1,1
0,1,male,47.0,0,0,34.0208,S,First,man,True,Southampton,no,True,-5.144800000000004,1,1
1,2,female,34.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,6.615600000000001,1,1
0,3,male,29.69911764705882,0,0,24.15,Q,Third,man,True,Queenstown,no,True,-0.20940000000000225,1,1
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,2,0
0,3,male,32.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
1,1,female,30.0,0,0,93.5,S,First,woman,False,Southampton,yes,True,-34.8844,1,1
0,3,male,22.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,7.9323,1,1
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,Cherbourg,no,True,8.938500000000001,1,1
1,1,female,44.0,0,1,57.9792,C,First,woman,False,Cherbourg,yes,False,-17.123999999999988,2,0
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,8.151,1,1
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,6.615600000000001,1,1
0,1,male,29.69911764705882,0,0,221.7792,S,First,man,True,Southampton,no,True,-99.024,1,1
0,3,male,39.0,0,0,7.925,S,Third,man,True,Southampton,no,True,7.9031,1,1
0,2,male,23.0,2,1,11.5,S,Second,man,True,Southampton,no,False,6.115600000000001,4,0
1,2,female,2.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,-1.1343999999999994,3,0
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,8.932200000000002,1,1
0,3,male,17.0,1,1,7.2292,C,Third,man,True,Cherbourg,no,False,8.932200000000002,3,0
1,3,female,29.69911764705882,0,2,22.3583,C,Third,woman,False,Cherbourg,yes,False,0.6864500000000007,3,0
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,Southampton,no,True,7.53435,1,1
1,2,female,7.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,-1.2593999999999994,3,0
0,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,no,True,-1.4094000000000015,1,1
1,1,female,30.0,0,0,106.425,C,First,woman,False,Cherbourg,yes,True,-41.34690000000002,1,1
0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,Southampton,no,True,4.615600000000001,1,1
1,1,female,22.0,0,2,49.5,C,First,woman,False,Cherbourg,yes,False,-12.8844,3,0
1,1,female,36.0,0,2,71.0,S,First,woman,False,Southampton,yes,False,-23.6344,3,0
0,3,female,9.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-3.7719000000000023,7,0
0,3,female,11.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-3.7719000000000023,7,0
1,2,male,32.0,1,0,26.0,S,Second,man,True,Southampton,yes,False,-1.1343999999999994,2,0
0,1,male,50.0,1,0,106.425,C,First,man,True,Cherbourg,no,False,-41.34690000000002,2,0
0,1,male,64.0,0,0,26.0,S,First,man,True,Southampton,no,True,-1.1343999999999994,1,1
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-1.1343999999999994,2,0
1,2,male,29.69911764705882,0,0,13.8625,C,Second,man,True,Cherbourg,yes,True,4.93435,1,1
0,3,male,33.0,1,1,20.525,S,Third,man,True,Southampton,no,False,1.6030999999999977,3,0
1,2,male,8.0,1,1,36.75,S,Second,child,False,Southampton,yes,False,-6.509399999999999,3,0
1,1,male,17.0,0,2,110.8833,C,First,man,True,Cherbourg,yes,False,-43.57605000000002,3,0
0,2,male,27.0,0,0,26.0,S,Second,man,True,Southampton,no,True,-1.1343999999999994,1,1
0,3,male,29.69911764705882,0,0,7.8292,Q,Third,man,True,Queenstown,no,True,8.0322,1,1
1,3,male,22.0,0,0,7.225,C,Third,man,True,Cherbourg,yes,True,8.938500000000001,1,1
1,3,female,22.0,0,0,7.775,S,Third,woman,False,Southampton,yes,True,8.1135,1,1
0,1,male,62.0,0,0,26.55,S,First,man,True,Southampton,no,True,-1.4094000000000015,1,1
1,1,female,48.0,1,0,39.6,C,First,woman,False,Cherbourg,yes,False,-7.934400000000004,2,0
0,1,male,29.69911764705882,0,0,227.525,C,First,man,True,Cherbourg,no,True,-101.89689999999999,1,1
1,1,female,39.0,1,1,79.65,S,First,woman,False,Southampton,yes,False,-27.959400000000016,3,0
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Southampton,yes,False,3.1655999999999995,2,0
